date,product_id,category,season,cost_price,competitor_price,stock_level,promotion,day_of_week,current_price,discount,effective_price,units_sold,revenue
2024-01-13,P0003,Household,Autumn,39.77,91.14,844,0,Thu,57.04,0.0,57.04,109,6217.36
2024-01-14,P0003,Snacks,Winter,76.48,106.78,380,0,Mon,125.07,0.0,125.07,25,3126.75
2024-01-15,P0003,Beverages,Winter,43.68,85.51,954,1,Wed,56.42,0.12,49.6496,93,4617.41
2024-01-16,P0003,Snacks,Autumn,18.53,105.35,885,1,Sat,29.89,0.08,27.498800000000003,200,5499.76
2024-01-17,P0003,Snacks,Spring,98.32,20.3,144,0,Fri,128.99,0.0,128.99,1,128.99
2024-01-18,P0003,Household,Winter,49.84,97.82,347,1,Thu,60.69,0.13,52.8003,161,8500.85
2024-01-19,P0003,Household,Autumn,11.82,114.4,528,1,Thu,20.19,0.24,15.344400000000002,241,3698.0
2024-01-20,P0003,Groceries,Winter,67.36,98.05,514,1,Wed,102.18,0.1,91.962,30,2758.86
2024-01-21,P0003,Groceries,Spring,74.18,74.21,987,0,Sat,105.66,0.0,105.66,40,4226.4
2024-01-22,P0003,Beverages,Winter,50.52,111.25,581,0,Thu,81.22,0.0,81.22,68,5522.96
2024-01-23,P0003,Groceries,Autumn,65.0,12.24,720,0,Sat,115.01,0.0,115.01,1,115.01
2024-01-24,P0003,Snacks,Autumn,18.09,3.01,780,0,Thu,30.37,0.0,30.37,1,30.37
2024-01-25,P0003,Household,Spring,37.42,115.87,58,0,Tue,41.5,0.0,41.5,119,4938.5
2024-01-26,P0003,Groceries,Autumn,17.02,82.28,822,1,Fri,25.44,0.1,22.896,98,2243.81
2024-01-27,P0003,Groceries,Spring,39.34,14.59,89,0,Wed,44.31,0.0,44.31,1,44.31
2024-01-28,P0003,Beverages,Autumn,56.72,41.46,266,1,Fri,80.86,0.11,71.9654,28,2015.03
2024-01-29,P0003,Clothing,Autumn,44.81,90.11,942,1,Tue,65.22,0.16,54.7848,106,5807.19
2024-01-30,P0003,Beverages,Winter,59.73,90.3,935,0,Fri,72.7,0.0,72.7,44,3198.8
2024-01-31,P0003,Snacks,Winter,50.67,21.23,871,1,Tue,86.31,0.09,78.5421,1,78.54
2024-02-01,P0003,Household,Spring,32.46,56.95,164,0,Mon,42.63,0.0,42.63,56,2387.28
2024-02-02,P0003,Beverages,Winter,15.2,97.07,283,0,Thu,18.84,0.0,18.84,99,1865.16
2024-02-03,P0003,Groceries,Summer,26.01,116.05,23,1,Sun,32.69,0.14,28.1134,88,2473.98
2024-02-04,P0003,Household,Spring,20.87,75.09,575,0,Sun,24.52,0.0,24.52,38,931.76
2024-02-05,P0003,Household,Summer,71.03,76.94,538,0,Sat,107.71,0.0,107.71,53,5708.63
2024-02-06,P0003,Groceries,Spring,82.18,56.85,442,0,Fri,138.15,0.0,138.15,1,138.15
2024-02-07,P0003,Beverages,Summer,72.32,65.15,148,1,Sun,113.97,0.05,108.27149999999999,50,5413.58
2024-02-08,P0003,Groceries,Winter,64.73,12.77,722,1,Sat,84.83,0.23,65.3191,1,65.32
2024-02-09,P0003,Clothing,Winter,31.48,42.6,912,0,Thu,44.24,0.0,44.24,58,2565.92
2024-02-10,P0003,Household,Autumn,71.39,61.37,40,1,Mon,95.34,0.21,75.3186,95,7155.27
2024-02-11,P0003,Electronics,Summer,60.9,33.72,325,0,Sat,105.67,0.0,105.67,1,105.67
2024-02-12,P0003,Electronics,Autumn,5.64,43.82,74,0,Sun,7.58,0.0,7.58,148,1121.84
2024-02-13,P0003,Snacks,Spring,90.85,116.57,310,1,Fri,124.04,0.2,99.23200000000001,44,4366.21
2024-02-14,P0003,Groceries,Summer,8.92,1.62,784,0,Sun,10.82,0.0,10.82,1,10.82
2024-02-15,P0003,Groceries,Autumn,50.77,37.01,932,0,Wed,78.76,0.0,78.76,1,78.76
2024-02-16,P0003,Snacks,Spring,51.79,70.49,209,1,Fri,73.42,0.24,55.7992,145,8090.88
2024-02-17,P0003,Snacks,Summer,83.86,34.2,670,1,Tue,127.64,0.11,113.5996,1,113.6
2024-02-18,P0003,Snacks,Autumn,91.39,81.5,885,0,Thu,145.79,0.0,145.79,8,1166.32
2024-02-19,P0003,Household,Summer,94.03,36.61,782,1,Sun,164.91,0.11,146.7699,1,146.77
2024-02-20,P0003,Clothing,Summer,57.4,76.95,148,1,Fri,88.3,0.06,83.002,64,5312.13
2024-02-21,P0003,Groceries,Autumn,68.23,102.13,586,1,Thu,93.43,0.13,81.28410000000001,77,6258.88
2024-02-22,P0003,Household,Winter,9.76,79.38,253,1,Sat,17.4,0.24,13.223999999999998,217,2869.61
2024-02-23,P0003,Snacks,Winter,49.3,6.94,618,0,Tue,80.26,0.0,80.26,1,80.26
2024-02-24,P0003,Groceries,Autumn,89.89,95.63,651,0,Wed,135.11,0.0,135.11,15,2026.65
2024-02-25,P0003,Household,Spring,46.11,26.32,834,0,Fri,65.92,0.0,65.92,1,65.92
2024-02-26,P0003,Clothing,Autumn,7.89,76.54,861,0,Fri,8.83,0.0,8.83,181,1598.23
2024-02-27,P0003,Household,Autumn,20.86,77.96,675,0,Fri,34.52,0.0,34.52,77,2658.04
2024-02-28,P0003,Clothing,Summer,43.52,96.64,725,1,Wed,68.08,0.08,62.6336,142,8893.97
2024-02-29,P0003,Snacks,Winter,24.52,61.19,524,1,Tue,33.78,0.08,31.077600000000004,87,2703.75
2024-03-01,P0003,Clothing,Winter,39.84,45.74,603,0,Sun,47.64,0.0,47.64,58,2763.12
2024-03-02,P0003,Groceries,Winter,33.96,62.65,181,0,Fri,60.29,0.0,60.29,33,1989.57
2024-03-03,P0003,Snacks,Winter,32.57,65.95,947,1,Wed,39.98,0.11,35.5822,36,1280.96
2024-03-04,P0003,Groceries,Autumn,10.03,98.76,503,0,Sat,11.14,0.0,11.14,117,1303.38
2024-03-05,P0003,Electronics,Summer,88.39,25.4,575,0,Thu,145.35,0.0,145.35,1,145.35
2024-03-06,P0003,Beverages,Winter,69.58,101.77,344,0,Sun,93.29,0.0,93.29,100,9329.0
2024-03-07,P0003,Clothing,Winter,62.71,44.52,674,1,Tue,81.64,0.06,76.74159999999999,38,2916.18
2024-03-08,P0003,Beverages,Summer,61.04,89.52,285,0,Wed,90.79,0.0,90.79,37,3359.23
2024-03-09,P0003,Beverages,Autumn,40.25,40.95,254,1,Sun,47.05,0.11,41.8745,65,2721.84
2024-03-10,P0003,Clothing,Autumn,82.51,85.36,445,0,Tue,141.72,0.0,141.72,16,2267.52
2024-03-11,P0003,Snacks,Autumn,93.07,96.1,518,1,Sat,129.94,0.2,103.952,116,12058.43
2024-03-12,P0003,Electronics,Winter,1.56,67.41,415,0,Tue,2.39,0.0,2.39,97,231.83
2024-03-13,P0003,Groceries,Winter,8.84,74.73,599,0,Sun,10.25,0.0,10.25,28,287.0
2024-03-14,P0003,Household,Winter,67.82,85.22,57,0,Mon,98.42,0.0,98.42,59,5806.78
2024-03-15,P0003,Groceries,Autumn,24.37,82.92,714,0,Mon,39.98,0.0,39.98,64,2558.72
2024-03-16,P0003,Household,Winter,91.26,87.56,243,0,Mon,103.44,0.0,103.44,38,3930.72
2024-03-17,P0003,Groceries,Spring,67.07,102.11,551,0,Fri,117.49,0.0,117.49,62,7284.38
2024-03-18,P0003,Clothing,Summer,37.46,27.24,668,1,Wed,55.55,0.2,44.44,35,1555.4
2024-03-19,P0003,Electronics,Spring,42.11,26.55,334,1,Tue,52.01,0.24,39.5276,8,316.22
2024-03-20,P0003,Household,Spring,69.4,116.51,795,0,Sun,97.34,0.0,97.34,100,9734.0
2024-03-21,P0003,Snacks,Winter,14.96,102.31,800,0,Wed,22.66,0.0,22.66,134,3036.44
2024-03-22,P0003,Groceries,Summer,88.46,71.41,797,1,Wed,100.8,0.15,85.67999999999999,14,1199.52
2024-03-23,P0003,Groceries,Spring,1.47,1.97,458,0,Wed,2.35,0.0,2.35,98,230.3
2024-03-24,P0003,Household,Autumn,97.92,102.72,590,1,Tue,123.97,0.16,104.1348,52,5415.01
2024-03-25,P0003,Snacks,Autumn,17.6,90.44,305,0,Mon,27.58,0.0,27.58,63,1737.54
2024-03-26,P0003,Snacks,Autumn,74.47,114.81,463,0,Sun,92.07,0.0,92.07,102,9391.14
2024-03-27,P0003,Clothing,Autumn,4.95,2.57,388,1,Sat,7.53,0.25,5.6475,46,259.79
2024-03-28,P0003,Clothing,Summer,43.71,4.39,686,1,Sat,62.58,0.11,55.6962,1,55.7
2024-03-29,P0003,Clothing,Autumn,63.4,62.58,508,1,Thu,105.9,0.2,84.72000000000001,34,2880.48
2024-03-30,P0003,Clothing,Summer,7.95,102.87,650,0,Tue,12.58,0.0,12.58,98,1232.84
2024-03-31,P0003,Clothing,Summer,44.89,118.97,508,0,Mon,76.29,0.0,76.29,115,8773.35
2024-04-01,P0003,Clothing,Summer,31.01,39.08,25,0,Wed,41.3,0.0,41.3,53,2188.9
2024-04-02,P0003,Electronics,Summer,50.33,5.33,652,0,Wed,59.81,0.0,59.81,1,59.81
2024-04-03,P0003,Snacks,Winter,50.95,24.27,997,0,Mon,59.53,0.0,59.53,1,59.53
2024-04-04,P0003,Clothing,Spring,78.74,105.36,366,0,Sat,139.75,0.0,139.75,38,5310.5
2024-04-05,P0003,Snacks,Winter,13.23,56.51,727,0,Thu,23.7,0.0,23.7,140,3318.0
2024-04-06,P0003,Snacks,Spring,9.19,102.54,782,0,Sat,10.13,0.0,10.13,58,587.54
2024-04-07,P0003,Beverages,Winter,40.79,53.83,443,0,Mon,58.81,0.0,58.81,76,4469.56
2024-04-08,P0003,Electronics,Autumn,88.86,7.35,274,0,Mon,110.88,0.0,110.88,1,110.88
2024-04-09,P0003,Clothing,Summer,85.67,74.49,378,0,Fri,130.74,0.0,130.74,9,1176.66
2024-04-10,P0003,Groceries,Autumn,56.44,52.85,450,0,Tue,68.6,0.0,68.6,44,3018.4
2024-04-11,P0003,Household,Autumn,88.99,59.47,708,0,Sun,113.66,0.0,113.66,7,795.62
2024-04-12,P0003,Groceries,Autumn,80.73,113.93,814,0,Sat,120.72,0.0,120.72,63,7605.36
2024-04-13,P0003,Electronics,Winter,28.52,55.39,119,0,Wed,43.16,0.0,43.16,99,4272.84
2024-04-14,P0003,Household,Autumn,17.84,95.79,393,1,Mon,29.35,0.23,22.599500000000003,196,4429.5
2024-04-15,P0003,Electronics,Summer,30.81,8.01,471,1,Fri,38.92,0.25,29.19,1,29.19
2024-04-16,P0003,Snacks,Summer,23.48,58.01,609,0,Fri,40.23,0.0,40.23,14,563.22
2024-04-17,P0003,Household,Spring,62.65,70.82,553,1,Sat,82.61,0.12,72.6968,82,5961.14
2024-04-18,P0003,Snacks,Winter,58.91,14.47,116,0,Sat,81.87,0.0,81.87,1,81.87
2024-04-19,P0003,Groceries,Summer,60.25,36.97,735,1,Thu,103.11,0.15,87.6435,1,87.64
2024-04-20,P0003,Groceries,Summer,19.74,89.01,284,0,Thu,29.88,0.0,29.88,66,1972.08
2024-04-21,P0003,Household,Winter,79.39,22.88,753,1,Fri,91.9,0.09,83.629,1,83.63
2024-04-22,P0003,Household,Autumn,43.93,16.29,38,0,Tue,78.23,0.0,78.23,1,78.23
2024-04-23,P0003,Clothing,Summer,47.77,36.61,232,0,Sun,64.6,0.0,64.6,23,1485.8
2024-04-24,P0003,Electronics,Autumn,99.7,103.22,534,1,Fri,157.05,0.19,127.21050000000002,93,11830.58
2024-04-25,P0003,Clothing,Summer,28.94,91.79,907,0,Sun,50.15,0.0,50.15,75,3761.25
2024-04-26,P0003,Electronics,Spring,40.02,93.44,728,0,Fri,53.75,0.0,53.75,112,6020.0
2024-04-27,P0003,Clothing,Autumn,67.97,39.37,330,0,Fri,117.92,0.0,117.92,1,117.92
2024-04-28,P0003,Snacks,Summer,88.16,12.77,30,1,Sat,131.8,0.17,109.394,1,109.39
2024-04-29,P0003,Household,Winter,13.55,4.8,358,0,Thu,14.93,0.0,14.93,1,14.93
2024-01-01,P0004,Groceries,Winter,73.77,70.76,790,0,Tue,85.02,0.0,85.02,77,6546.54
2024-01-02,P0004,Electronics,Winter,91.91,84.57,801,0,Sat,137.83,0.0,137.83,8,1102.64
2024-01-03,P0004,Electronics,Summer,42.87,45.97,718,0,Mon,72.68,0.0,72.68,15,1090.2
2024-01-04,P0004,Groceries,Autumn,29.39,63.93,245,1,Sat,38.75,0.22,30.225,138,4171.05
2024-01-05,P0004,Clothing,Spring,68.1,34.2,545,1,Thu,101.63,0.11,90.4507,1,90.45
2024-01-06,P0004,Electronics,Spring,25.36,44.35,753,0,Mon,34.98,0.0,34.98,95,3323.1
2024-01-07,P0004,Snacks,Summer,39.04,87.85,834,0,Fri,46.69,0.0,46.69,68,3174.92
2024-01-08,P0004,Household,Summer,89.79,86.47,349,0,Sat,134.45,0.0,134.45,33,4436.85
2024-01-09,P0004,Groceries,Summer,59.44,4.34,968,0,Wed,92.67,0.0,92.67,1,92.67
2024-01-10,P0004,Household,Autumn,10.4,113.36,921,1,Wed,17.96,0.19,14.547600000000001,48,698.28
2024-01-11,P0004,Electronics,Winter,33.64,33.01,997,0,Mon,52.4,0.0,52.4,36,1886.4
2024-01-12,P0004,Electronics,Autumn,63.1,109.0,661,1,Wed,110.83,0.15,94.2055,50,4710.27
2024-01-13,P0004,Groceries,Autumn,48.67,61.92,689,0,Thu,84.62,0.0,84.62,57,4823.34
2024-01-14,P0004,Snacks,Summer,66.37,60.4,201,0,Sat,116.22,0.0,116.22,7,813.54
2024-01-15,P0004,Beverages,Spring,76.38,54.62,727,0,Sun,102.98,0.0,102.98,7,720.86
2024-01-16,P0004,Groceries,Autumn,48.58,110.77,727,1,Fri,56.25,0.11,50.0625,197,9862.31
2024-01-17,P0004,Beverages,Spring,98.71,25.76,152,0,Fri,174.07,0.0,174.07,1,174.07
2024-01-18,P0004,Clothing,Summer,91.55,73.79,547,0,Tue,137.74,0.0,137.74,11,1515.14
2024-01-19,P0004,Beverages,Autumn,6.93,38.82,699,1,Thu,8.61,0.2,6.888,148,1019.42
2024-01-20,P0004,Snacks,Winter,27.38,109.91,787,0,Fri,33.74,0.0,33.74,100,3374.0
2024-01-21,P0004,Clothing,Winter,30.75,21.15,415,0,Thu,45.83,0.0,45.83,1,45.83
2024-01-22,P0004,Beverages,Autumn,19.24,81.47,259,0,Wed,32.17,0.0,32.17,123,3956.91
2024-01-23,P0004,Clothing,Winter,31.89,51.19,464,0,Fri,38.38,0.0,38.38,82,3147.16
2024-01-24,P0004,Beverages,Autumn,43.06,79.69,279,1,Sun,49.5,0.13,43.065,153,6588.94
2024-01-25,P0004,Snacks,Winter,6.1,19.76,992,0,Sun,9.53,0.0,9.53,57,543.21
2024-01-26,P0004,Beverages,Summer,13.6,47.85,144,0,Wed,19.86,0.0,19.86,97,1926.42
2024-01-27,P0004,Beverages,Winter,10.53,13.76,958,0,Sun,16.63,0.0,16.63,75,1247.25
2024-01-28,P0004,Beverages,Winter,5.59,116.28,112,1,Sun,8.42,0.08,7.7464,127,983.79
2024-01-29,P0004,Groceries,Summer,48.67,26.47,432,0,Tue,79.56,0.0,79.56,1,79.56
2024-01-30,P0004,Groceries,Summer,34.05,119.19,496,0,Wed,57.59,0.0,57.59,36,2073.24
2024-01-31,P0004,Groceries,Winter,93.61,50.8,441,0,Wed,132.88,0.0,132.88,1,132.88
2024-02-01,P0004,Snacks,Spring,11.17,9.51,860,0,Tue,17.25,0.0,17.25,15,258.75
2024-02-02,P0004,Clothing,Spring,92.68,3.09,224,1,Mon,147.31,0.08,135.5252,1,135.53
2024-02-03,P0004,Electronics,Autumn,9.57,72.28,403,0,Sat,12.45,0.0,12.45,36,448.2
2024-02-04,P0004,Beverages,Winter,62.3,74.15,654,0,Tue,105.73,0.0,105.73,42,4440.66
2024-02-05,P0004,Beverages,Autumn,25.53,63.45,468,0,Sat,31.38,0.0,31.38,123,3859.74
2024-02-06,P0004,Snacks,Summer,82.85,8.9,665,0,Tue,137.61,0.0,137.61,1,137.61
2024-02-07,P0004,Beverages,Winter,7.09,40.45,390,0,Mon,8.1,0.0,8.1,135,1093.5
2024-02-08,P0004,Groceries,Summer,95.3,43.73,158,0,Fri,111.21,0.0,111.21,1,111.21
2024-02-09,P0004,Electronics,Winter,5.68,84.87,25,0,Sat,9.23,0.0,9.23,122,1126.06
2024-02-10,P0004,Household,Winter,24.87,50.84,25,0,Fri,38.63,0.0,38.63,87,3360.81
2024-02-11,P0004,Beverages,Summer,46.95,69.18,534,0,Wed,53.44,0.0,53.44,89,4756.16
2024-02-12,P0004,Groceries,Winter,75.85,35.07,359,0,Sun,127.33,0.0,127.33,1,127.33
2024-02-13,P0004,Household,Winter,95.16,87.39,633,0,Fri,118.36,0.0,118.36,19,2248.84
2024-02-14,P0004,Electronics,Autumn,43.38,6.57,615,1,Fri,72.23,0.13,62.8401,1,62.84
2024-02-15,P0004,Household,Summer,75.97,118.63,577,0,Sat,112.85,0.0,112.85,112,12639.2
2024-02-16,P0004,Groceries,Spring,72.99,77.34,462,0,Sun,81.12,0.0,81.12,53,4299.36
2024-02-17,P0004,Clothing,Spring,57.55,18.71,417,0,Wed,73.01,0.0,73.01,1,73.01
2024-02-18,P0004,Clothing,Winter,69.4,86.38,595,0,Tue,116.97,0.0,116.97,38,4444.86
2024-02-19,P0004,Household,Autumn,4.77,94.6,768,0,Tue,5.64,0.0,5.64,169,953.16
2024-02-20,P0004,Snacks,Winter,44.72,94.84,150,0,Wed,78.4,0.0,78.4,79,6193.6
2024-02-21,P0004,Household,Autumn,78.8,33.22,899,0,Thu,112.68,0.0,112.68,1,112.68
2024-02-22,P0004,Beverages,Winter,47.95,115.08,575,1,Sat,55.95,0.22,43.641000000000005,49,2138.41
2024-02-23,P0004,Beverages,Spring,87.48,3.11,833,0,Fri,97.36,0.0,97.36,1,97.36
2024-02-24,P0004,Clothing,Summer,83.53,46.2,405,0,Fri,147.82,0.0,147.82,1,147.82
2024-02-25,P0004,Snacks,Autumn,86.48,13.4,347,1,Sun,104.85,0.07,97.5105,1,97.51
2024-02-26,P0004,Groceries,Winter,13.87,46.8,988,0,Sun,22.99,0.0,22.99,73,1678.27
2024-02-27,P0004,Beverages,Winter,25.17,7.81,417,0,Thu,40.28,0.0,40.28,1,40.28
2024-02-28,P0004,Clothing,Autumn,3.93,77.75,190,1,Tue,5.39,0.21,4.2581,122,519.49
2024-02-29,P0004,Electronics,Autumn,98.3,8.43,759,0,Thu,170.59,0.0,170.59,1,170.59
2024-03-01,P0004,Clothing,Spring,24.38,74.29,279,0,Wed,36.59,0.0,36.59,32,1170.88
2024-03-02,P0004,Beverages,Autumn,37.34,28.86,296,0,Sat,43.58,0.0,43.58,42,1830.36
2024-03-03,P0004,Beverages,Winter,28.22,22.32,39,1,Thu,35.35,0.25,26.512500000000003,96,2545.2
2024-03-04,P0004,Clothing,Spring,4.94,42.29,849,0,Tue,7.85,0.0,7.85,90,706.5
2024-03-05,P0004,Groceries,Spring,26.86,77.27,333,1,Wed,36.16,0.14,31.097599999999996,161,5006.71
2024-03-06,P0004,Household,Summer,10.72,69.81,811,0,Fri,18.61,0.0,18.61,103,1916.83
2024-03-07,P0004,Beverages,Summer,40.03,81.98,46,0,Sun,61.21,0.0,61.21,104,6365.84
2024-03-08,P0004,Clothing,Summer,96.72,110.36,880,1,Wed,165.42,0.13,143.91539999999998,42,6044.45
2024-03-09,P0004,Clothing,Autumn,70.13,25.19,286,0,Sat,107.47,0.0,107.47,1,107.47
2024-03-10,P0004,Snacks,Spring,70.98,50.19,66,0,Tue,107.5,0.0,107.5,1,107.5
2024-03-11,P0004,Household,Autumn,45.86,32.63,661,1,Fri,59.58,0.17,49.4514,30,1483.54
2024-03-12,P0004,Electronics,Spring,81.32,70.78,536,1,Fri,102.46,0.08,94.2632,71,6692.69
2024-03-13,P0004,Groceries,Winter,90.92,34.72,61,0,Sun,102.5,0.0,102.5,1,102.5
2024-03-14,P0004,Electronics,Autumn,96.19,67.4,943,0,Wed,112.31,0.0,112.31,22,2470.82
2024-03-15,P0004,Household,Spring,10.8,98.96,66,0,Mon,18.03,0.0,18.03,72,1298.16
2024-03-16,P0004,Household,Summer,88.08,66.56,429,0,Fri,142.97,0.0,142.97,7,1000.79
2024-03-17,P0004,Household,Summer,23.28,100.74,107,0,Sat,26.43,0.0,26.43,16,422.88
2024-03-18,P0004,Electronics,Winter,40.33,73.75,931,1,Sat,51.05,0.05,48.497499999999995,85,4122.29
2024-03-19,P0004,Household,Autumn,35.2,104.57,433,1,Wed,57.32,0.12,50.4416,118,5952.11
2024-03-20,P0004,Clothing,Spring,67.84,111.72,689,0,Sun,78.15,0.0,78.15,57,4454.55
2024-03-21,P0004,Electronics,Summer,60.19,61.43,439,0,Mon,78.28,0.0,78.28,55,4305.4
2024-03-22,P0004,Household,Spring,11.8,95.09,196,0,Sat,14.87,0.0,14.87,29,431.23
2024-03-23,P0004,Clothing,Autumn,78.5,56.79,552,0,Thu,128.53,0.0,128.53,1,128.53
2024-03-24,P0004,Snacks,Summer,44.52,84.92,264,0,Sat,63.97,0.0,63.97,105,6716.85
2024-03-25,P0004,Household,Winter,1.22,5.46,626,0,Wed,2.01,0.0,2.01,158,317.58
2024-03-26,P0004,Electronics,Winter,42.04,116.06,764,0,Sat,54.08,0.0,54.08,30,1622.4
2024-03-27,P0004,Beverages,Autumn,52.12,107.43,518,0,Sat,82.71,0.0,82.71,68,5624.28
2024-03-28,P0004,Household,Autumn,7.82,107.3,758,0,Thu,11.38,0.0,11.38,55,625.9
2024-03-29,P0004,Beverages,Spring,15.96,34.47,247,1,Tue,27.16,0.17,22.5428,60,1352.57
2024-03-30,P0004,Clothing,Winter,99.36,34.7,168,0,Mon,176.51,0.0,176.51,1,176.51
2024-03-31,P0004,Snacks,Autumn,87.25,48.91,700,1,Tue,97.18,0.17,80.6594,17,1371.21
2024-04-01,P0004,Groceries,Autumn,14.2,105.74,529,0,Mon,15.86,0.0,15.86,122,1934.92
2024-04-02,P0004,Snacks,Winter,58.45,103.18,199,0,Wed,101.24,0.0,101.24,83,8402.92
2024-04-03,P0004,Household,Spring,38.55,35.45,255,0,Thu,49.14,0.0,49.14,12,589.68
2024-04-04,P0004,Beverages,Spring,54.83,65.47,844,1,Thu,89.52,0.08,82.3584,19,1564.81
2024-04-05,P0004,Beverages,Winter,47.58,57.55,641,0,Mon,55.21,0.0,55.21,87,4803.27
2024-04-06,P0004,Electronics,Winter,5.77,78.43,570,0,Wed,7.94,0.0,7.94,57,452.58
2024-04-07,P0004,Beverages,Winter,32.23,26.45,216,0,Wed,48.07,0.0,48.07,6,288.42
2024-04-08,P0004,Electronics,Winter,13.43,11.12,917,1,Fri,14.83,0.16,12.4572,62,772.35
2024-04-09,P0004,Clothing,Winter,49.41,4.24,125,1,Tue,55.07,0.23,42.4039,1,42.4
2024-04-10,P0004,Groceries,Autumn,90.82,46.39,189,1,Thu,128.1,0.14,110.166,1,110.17
2024-04-11,P0004,Household,Summer,99.56,113.65,937,0,Sat,162.62,0.0,162.62,16,2601.92
2024-04-12,P0004,Electronics,Winter,94.48,82.49,714,0,Sun,110.26,0.0,110.26,49,5402.74
2024-04-13,P0004,Groceries,Summer,98.58,90.15,511,0,Sun,116.88,0.0,116.88,54,6311.52
2024-04-14,P0004,Beverages,Spring,2.51,113.47,751,1,Thu,3.8,0.16,3.1919999999999997,140,446.88
2024-04-15,P0004,Beverages,Autumn,73.22,51.22,83,0,Sun,104.48,0.0,104.48,1,104.48
2024-04-16,P0004,Groceries,Summer,28.02,57.45,174,0,Tue,48.99,0.0,48.99,45,2204.55
2024-04-17,P0004,Beverages,Spring,86.7,43.79,754,1,Mon,126.01,0.09,114.66910000000001,1,114.67
2024-04-18,P0004,Clothing,Spring,81.56,22.58,903,0,Tue,143.41,0.0,143.41,1,143.41
2024-04-19,P0004,Clothing,Spring,42.94,92.2,858,1,Fri,68.49,0.19,55.4769,148,8210.58
2024-04-20,P0004,Groceries,Winter,47.85,108.9,166,0,Wed,79.33,0.0,79.33,100,7933.0
2024-04-21,P0004,Electronics,Autumn,27.24,97.85,185,0,Sat,37.18,0.0,37.18,109,4052.62
2024-04-22,P0004,Electronics,Spring,29.59,6.68,187,0,Mon,47.6,0.0,47.6,1,47.6
2024-04-23,P0004,Groceries,Winter,98.14,36.6,852,1,Mon,176.1,0.16,147.92399999999998,1,147.92
2024-04-24,P0004,Electronics,Summer,89.0,71.46,393,1,Sat,127.21,0.22,99.2238,59,5854.2
2024-04-25,P0004,Electronics,Autumn,20.0,39.94,764,1,Wed,30.55,0.1,27.495,147,4041.77
2024-04-26,P0004,Clothing,Summer,28.28,18.86,154,0,Fri,42.05,0.0,42.05,1,42.05
2024-04-27,P0004,Electronics,Summer,11.76,65.07,680,1,Thu,18.46,0.2,14.768,226,3337.57
2024-04-28,P0004,Snacks,Winter,98.9,63.06,48,1,Mon,130.05,0.22,101.43900000000001,15,1521.58
2024-04-29,P0004,Household,Summer,90.81,85.48,394,0,Tue,122.83,0.0,122.83,22,2702.26
2024-01-01,P0005,Beverages,Autumn,55.66,119.98,783,0,Mon,74.23,0.0,74.23,44,3266.12
2024-01-02,P0005,Snacks,Summer,69.6,78.14,953,1,Tue,116.11,0.19,94.04910000000001,24,2257.18
2024-01-03,P0005,Electronics,Winter,75.05,38.71,160,0,Sat,127.52,0.0,127.52,1,127.52
2024-01-04,P0005,Clothing,Spring,21.18,114.81,926,1,Tue,33.95,0.07,31.5735,102,3220.5
2024-01-05,P0005,Groceries,Winter,93.53,68.98,828,0,Mon,131.65,0.0,131.65,13,1711.45
2024-01-06,P0005,Electronics,Spring,53.15,77.84,329,0,Wed,87.09,0.0,87.09,32,2786.88
2024-01-07,P0005,Clothing,Summer,10.15,43.55,313,0,Sun,17.39,0.0,17.39,72,1252.08
2024-01-08,P0005,Household,Spring,40.31,54.77,699,0,Wed,55.55,0.0,55.55,52,2888.6
2024-01-09,P0005,Electronics,Winter,60.56,50.82,310,1,Tue,101.39,0.08,93.2788,9,839.51
2024-01-10,P0005,Groceries,Winter,35.93,112.41,454,1,Fri,60.75,0.09,55.2825,124,6855.03
2024-01-11,P0005,Clothing,Autumn,70.22,97.34,875,0,Tue,81.01,0.0,81.01,110,8911.1
2024-01-12,P0005,Clothing,Autumn,88.32,11.79,203,0,Fri,142.33,0.0,142.33,1,142.33
2024-01-13,P0005,Clothing,Spring,77.42,38.35,697,1,Wed,124.25,0.18,101.885,1,101.88
2024-01-14,P0005,Household,Spring,64.62,7.63,949,1,Tue,106.15,0.16,89.166,1,89.17
2024-01-15,P0005,Electronics,Autumn,51.7,62.49,570,0,Tue,66.94,0.0,66.94,14,937.16
2024-01-16,P0005,Household,Summer,26.19,34.25,688,0,Thu,47.03,0.0,47.03,8,376.24
2024-01-17,P0005,Beverages,Autumn,46.04,9.73,555,1,Tue,64.4,0.19,52.16400000000001,1,52.16
2024-01-18,P0005,Beverages,Summer,30.0,92.87,778,0,Thu,46.69,0.0,46.69,57,2661.33
2024-01-19,P0005,Electronics,Spring,93.47,11.84,502,0,Thu,139.65,0.0,139.65,1,139.65
2024-01-20,P0005,Household,Spring,90.82,33.32,365,0,Tue,156.53,0.0,156.53,1,156.53
2024-01-21,P0005,Groceries,Winter,16.43,92.82,426,0,Sat,23.91,0.0,23.91,26,621.66
2024-01-22,P0005,Clothing,Winter,82.44,61.88,63,0,Tue,128.7,0.0,128.7,1,128.7
2024-01-23,P0005,Clothing,Summer,70.59,98.24,21,1,Tue,83.5,0.14,71.81,76,5457.56
2024-01-24,P0005,Electronics,Summer,97.55,50.32,196,0,Wed,153.57,0.0,153.57,1,153.57
2024-01-25,P0005,Beverages,Autumn,46.87,97.97,601,0,Thu,52.97,0.0,52.97,104,5508.88
